N_IDE;Elev_pob;Estrato;qvar;All_E;se1;se2;se3;se4;se5;se6;se7;se8;se9;se10;se11;se12;SCALE;SCAWEI;CALWEI;G_WEIG
390.750.700.505;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;305,13;347,34;1,14
390.750.700.510;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;305,13;457,57;1,50
390.750.700.513;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;305,13;262,40;0,86
390.750.700.515;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;305,13;265,96;0,87
390.750.700.517;305,128954128;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;305,13;265,77;0,87
390.750.700.518;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;305,13;265,96;0,87
390.750.700.519;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;305,13;342,45;1,12
390.750.700.520;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;305,13;457,57;1,50
390.750.700.522;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;305,13;265,96;0,87
390.750.700.526;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;305,13;161,25;0,53
390.750.700.527;305,128954128;8;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;305,13;493,16;1,62
390.750.700.530;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;305,13;161,25;0,53
390.750.700.532;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;305,13;255,21;0,84
390.750.700.539;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;305,13;457,57;1,50
390.750.700.541;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;305,13;255,21;0,84
390.750.700.545;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;305,13;457,57;1,50
390.750.700.553;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;305,13;457,57;1,50
390.750.700.556;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;305,13;342,45;1,12
390.750.702.103;400,920155963;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;400,92;601,22;1,50
390.750.702.106;400,920155963;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;400,92;456,38;1,14
390.750.702.109;400,920155963;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;400,92;211,88;0,53
390.750.702.110;400,920155963;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;400,92;375,35;0,94
390.750.702.111;400,920155963;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;400,92;338,25;0,84
390.750.702.113;400,920155963;8;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;400,92;647,98;1,62
390.750.702.114;400,920155963;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;400,92;601,22;1,50
390.750.702.115;400,920155963;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;400,92;456,38;1,14
390.750.702.123;400,920155963;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;400,92;344,78;0,86
390.750.702.125;400,920155963;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;400,92;375,35;0,94
390.750.702.126;400,920155963;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;400,92;601,22;1,50
390.750.702.128;400,920155963;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;400,92;456,38;1,14
390.750.702.130;400,920155963;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;400,92;456,38;1,14
390.750.702.131;400,920155963;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;400,92;349,21;0,87
390.750.702.132;400,920155963;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;400,92;456,38;1,14
390.750.702.134;400,920155963;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;400,92;211,88;0,53
390.750.702.139;400,920155963;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;400,92;349,46;0,87
390.750.702.140;400,920155963;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;400,92;375,35;0,94
390.750.702.141;400,920155963;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;400,92;449,95;1,12
390.750.702.158;400,920155963;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;400,92;338,25;0,84
390.750.800.105;328,145146789;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;328,15;282,19;0,86
390.750.800.107;328,145146789;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;328,15;368,28;1,12
390.750.800.108;328,145146789;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;328,15;276,85;0,84
390.750.800.110;328,145146789;8;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;328,15;530,36;1,62
390.750.800.113;328,145146789;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;328,15;368,28;1,12
390.750.800.115;328,145146789;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;328,15;368,28;1,12
390.750.800.123;328,145146789;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;328,15;276,85;0,84
390.750.800.124;328,145146789;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;328,15;285,82;0,87
390.750.800.125;328,145146789;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;328,15;492,08;1,50
390.750.800.136;328,145146789;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;328,15;286,02;0,87
390.750.800.137;328,145146789;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;328,15;373,54;1,14
390.750.800.141;328,145146789;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;328,15;492,08;1,50
390.750.800.142;328,145146789;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;328,15;282,19;0,86
390.750.800.146;328,145146789;8;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;328,15;223,58;0,68
390.750.800.149;328,145146789;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;328,15;282,19;0,86
390.750.800.153;328,145146789;8;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;328,15;530,36;1,62
390.750.800.155;328,145146789;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;328,15;282,19;0,86
390.750.800.156;328,145146789;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;328,15;373,54;1,14
390.750.800.158;328,145146789;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;328,15;285,82;0,87
390.750.800.159;328,145146789;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;328,15;274,46;0,84
390.750.800.504;382,663774574;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;382,66;333,30;0,87
390.750.800.509;382,663774574;8;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;382,66;618,48;1,62
390.750.800.510;382,663774574;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;382,66;358,26;0,94
390.750.800.511;382,663774574;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;382,66;358,26;0,94
390.750.800.517;382,663774574;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;382,66;358,26;0,94
390.750.800.520;382,663774574;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;382,66;320,06;0,84
390.750.800.521;382,663774574;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;382,66;333,30;0,87
390.750.800.522;382,663774574;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;382,66;333,54;0,87
390.750.800.524;382,663774574;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;382,66;333,54;0,87
390.750.800.525;382,663774574;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;382,66;573,84;1,50
390.750.800.527;382,663774574;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;382,66;320,06;0,84
390.750.800.535;382,663774574;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;382,66;322,85;0,84
390.750.800.536;382,663774574;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;382,66;333,54;0,87
390.750.800.538;382,663774574;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;382,66;320,06;0,84
390.750.800.540;382,663774574;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;382,66;329,08;0,86
390.750.800.544;382,663774574;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;382,66;333,54;0,87
390.750.800.547;382,663774574;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;382,66;333,54;0,87
390.750.800.548;382,663774574;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;382,66;320,06;0,84
390.750.800.551;382,663774574;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;382,66;322,85;0,84
390.750.800.552;382,663774574;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;382,66;573,84;1,50
390.750.800.560;382,663774574;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;382,66;333,30;0,87
390.750.800.703;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;317,95;265,93;0,84
390.750.800.709;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;317,95;268,25;0,84
390.750.800.714;317,947042377;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;317,95;297,67;0,94
390.750.800.715;317,947042377;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;317,95;276,94;0,87
390.750.800.718;317,947042377;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;317,95;297,67;0,94
390.750.800.723;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;317,95;268,25;0,84
390.750.800.725;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;317,95;268,25;0,84
390.750.800.727;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;317,95;356,83;1,12
390.750.800.728;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;317,95;277,13;0,87
390.750.800.733;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;317,95;476,79;1,50
390.750.800.734;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;317,95;361,93;1,14
390.750.800.735;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;317,95;356,83;1,12
390.750.800.738;317,947042377;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;317,95;297,67;0,94
390.750.800.740;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;317,95;476,79;1,50
390.750.800.741;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;317,95;277,13;0,87
390.750.800.742;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;317,95;168,03;0,53
390.750.800.744;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;317,95;476,79;1,50
390.750.800.745;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;317,95;268,25;0,84
390.750.800.749;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;317,95;476,79;1,50
390.750.800.752;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;317,95;268,25;0,84
390.750.800.753;317,947042377;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;317,95;268,25;0,84
390.750.801.802;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;292,42;438,50;1,50
390.750.801.803;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;292,42;244,57;0,84
390.750.801.805;292,415247706;8;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;292,42;199,24;0,68
390.750.801.809;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;292,42;328,18;1,12
390.750.801.810;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;292,42;246,71;0,84
390.750.801.812;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;292,42;246,71;0,84
390.750.801.814;292,415247706;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;292,42;254,70;0,87
390.750.801.815;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;292,42;244,57;0,84
390.750.801.817;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;292,42;328,18;1,12
390.750.801.823;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;292,42;244,57;0,84
390.750.801.824;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;292,42;251,47;0,86
390.750.801.829;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;292,42;438,50;1,50
390.750.801.831;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;292,42;328,18;1,12
390.750.801.832;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;292,42;251,47;0,86
390.750.801.833;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;292,42;244,57;0,84
390.750.801.840;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;292,42;254,88;0,87
390.750.801.842;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;292,42;438,50;1,50
390.750.801.849;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;292,42;246,71;0,84
390.750.801.853;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;292,42;246,71;0,84
390.750.801.857;292,415247706;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;292,42;438,50;1,50
390.750.802.002;322,445899083;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,45;301,88;0,94
390.750.802.006;322,445899083;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,45;301,88;0,94
390.750.802.009;322,445899083;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;322,45;170,41;0,53
390.750.802.010;322,445899083;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;322,45;281,06;0,87
390.750.802.012;322,445899083;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;322,45;272,04;0,84
390.750.802.013;322,445899083;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;322,45;483,54;1,50
390.750.802.015;322,445899083;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;322,45;277,29;0,86
390.750.802.016;322,445899083;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,45;301,88;0,94
390.750.802.018;322,445899083;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;322,45;281,06;0,87
390.750.802.022;322,445899083;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,45;280,85;0,87
390.750.802.024;322,445899083;8;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,45;521,15;1,62
390.750.802.026;322,445899083;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,45;301,88;0,94
390.750.802.030;322,445899083;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;322,45;272,04;0,84
390.750.802.033;322,445899083;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;322,45;272,04;0,84
390.750.802.034;322,445899083;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;322,45;281,06;0,87
390.750.802.035;322,445899083;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,45;301,88;0,94
390.750.802.045;322,445899083;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;322,45;269,69;0,84
390.750.802.048;322,445899083;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,45;280,85;0,87
390.750.802.052;322,445899083;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;322,45;272,04;0,84
390.750.802.055;322,445899083;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,45;280,85;0,87
390.750.802.101;343,050871560;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;343,05;289,43;0,84
390.750.802.102;343,050871560;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;343,05;298,80;0,87
390.750.802.103;343,050871560;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;343,05;298,80;0,87
390.750.802.105;343,050871560;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;343,05;286,92;0,84
390.750.802.106;343,050871560;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;343,05;299,02;0,87
390.750.802.107;343,050871560;8;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;343,05;554,45;1,62
390.750.802.108;343,050871560;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;343,05;390,50;1,14
390.750.802.109;343,050871560;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;343,05;298,80;0,87
390.750.802.111;343,050871560;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;343,05;295,01;0,86
390.750.802.114;343,050871560;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;343,05;298,80;0,87
390.750.802.115;343,050871560;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;343,05;298,80;0,87
390.750.802.116;343,050871560;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;343,05;286,92;0,84
390.750.802.117;343,050871560;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;343,05;295,01;0,86
390.750.802.118;343,050871560;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;343,05;385,01;1,12
390.750.802.120;343,050871560;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;343,05;298,80;0,87
390.750.802.125;343,050871560;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;343,05;289,43;0,84
390.750.802.129;343,050871560;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;343,05;295,01;0,86
390.750.802.130;343,050871560;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;343,05;390,50;1,14
390.750.802.154;343,050871560;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;343,05;295,01;0,86
390.750.802.155;343,050871560;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;343,05;295,01;0,86
390.750.802.201;316,276933159;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;316,28;271,99;0,86
