N_IDE;Estrato;qvar;Elev_pob;se;se2;;;;;;
390200201212;6;1.00;285.383099293;15;156;;;;;;
390200201219;6;1.00;285.383099293;15;156;;;;;;
390520100227;6;1.00;262.205674614;15;156;;;;;;
390520100228;6;1.00;262.205674614;15;156;;;;;;
390520100507;6;1.00;298.121836521;15;156;;;;;;
390520100515;6;1.00;298.121836521;15;156;;;;;;
390520100704;6;1.00;262.382601520;15;156;;;;;;
390520200416;6;1.00;273.705923500;15;156;;;;;;
390520200428;6;1.00;273.705923500;15;156;;;;;;
390520200460;6;1.00;273.705923500;15;156;;;;;;
390160100404;6;1.00;291.752467907;16;166;;;;;;
390160100437;6;1.00;291.752467907;16;166;;;;;;
390160100553;6;1.00;294.052517684;16;166;;;;;;
390160101402;6;1.00;259.905624836;16;166;;;;;;
390160101434;6;1.00;259.905624836;16;166;;;;;;
390160300106;6;1.00;261.321040084;16;166;;;;;;
390160300110;6;1.00;261.321040084;16;166;;;;;;
390160300131;6;1.00;261.321040084;16;166;;;;;;
390160300136;6;1.00;261.321040084;16;166;;;;;;
390200200707;6;1.00;301.306520828;16;166;;;;;;
390200201223;6;1.00;285.383099293;16;166;;;;;;
390200201248;6;1.00;285.383099293;16;166;;;;;;
390520100234;6;1.00;262.205674614;16;166;;;;;;
390520100237;6;1.00;262.205674614;16;166;;;;;;
390520100510;6;1.00;298.121836521;16;166;;;;;;
390520100705;6;1.00;262.382601520;16;166;;;;;;
390520100716;6;1.00;262.382601520;16;166;;;;;;
390520100732;6;1.00;262.382601520;16;166;;;;;;
390160100413;6;1.00;291.752467907;21;216;;;;;;
390160100502;6;1.00;294.052517684;21;216;;;;;;
390160300112;6;1.00;261.321040084;21;216;;;;;;
390200100318;6;1.00;322.360822636;21;216;;;;;;
390200100327;6;1.00;322.360822636;21;216;;;;;;
390200100333;6;1.00;322.360822636;21;216;;;;;;
390200201206;6;1.00;285.383099293;21;216;;;;;;
390520200408;6;1.00;273.705923500;21;216;;;;;;
390520200424;6;1.00;273.705923500;21;216;;;;;;
390160100504;6;1.00;294.052517684;22;226;;;;;;
390160100542;6;1.00;294.052517684;22;226;;;;;;
390160101424;6;1.00;259.905624836;22;226;;;;;;
390160101426;6;1.00;259.905624836;22;226;;;;;;
390200100336;6;1.00;322.360822636;22;226;;;;;;
390200201218;6;1.00;285.383099293;22;226;;;;;;
390200201243;6;1.00;285.383099293;22;226;;;;;;
390520100229;6;1.00;262.205674614;22;226;;;;;;
390520100231;6;1.00;262.205674614;22;226;;;;;;
390520100232;6;1.00;262.205674614;22;226;;;;;;
390520100233;6;1.00;262.205674614;22;226;;;;;;
390520100511;6;1.00;298.121836521;22;226;;;;;;
390520100527;6;1.00;298.121836521;22;226;;;;;;
390520100532;6;1.00;298.121836521;22;226;;;;;;
390520100711;6;1.00;262.382601520;22;226;;;;;;
390520100717;6;1.00;262.382601520;22;226;;;;;;
390520100723;6;1.00;262.382601520;22;226;;;;;;
390520100730;6;1.00;262.382601520;22;226;;;;;;
390520200414;6;1.00;273.705923500;22;226;;;;;;
390160100239;6;1.00;264.151870579;23;236;;;;;;
390160100423;6;1.00;291.752467907;23;236;;;;;;
390160100426;6;1.00;291.752467907;23;236;;;;;;
390160100434;6;1.00;291.752467907;23;236;;;;;;
390160100509;6;1.00;294.052517684;23;236;;;;;;
390160100518;6;1.00;294.052517684;23;236;;;;;;
390160100530;6;1.00;294.052517684;23;236;;;;;;
390160100531;6;1.00;294.052517684;23;236;;;;;;
390160100539;6;1.00;294.052517684;23;236;;;;;;
390160101406;6;1.00;259.905624836;23;236;;;;;;
390160101413;6;1.00;259.905624836;23;236;;;;;;
390160101423;6;1.00;259.905624836;23;236;;;;;;
390160101429;6;1.00;259.905624836;23;236;;;;;;
390160300104;6;1.00;261.321040084;23;236;;;;;;
390160300119;6;1.00;261.321040084;23;236;;;;;;
390200100346;6;1.00;322.360822636;23;236;;;;;;
390200200713;6;1.00;301.306520828;23;236;;;;;;
390200200724;6;1.00;301.306520828;23;236;;;;;;
390200200726;6;1.00;301.306520828;23;236;;;;;;
390200200737;6;1.00;301.306520828;23;236;;;;;;
390200201216;6;1.00;285.383099293;23;236;;;;;;
390200201231;6;1.00;285.383099293;23;236;;;;;;
390200201238;6;1.00;285.383099293;23;236;;;;;;
390520100220;6;1.00;262.205674614;23;236;;;;;;
390520100225;6;1.00;262.205674614;23;236;;;;;;
390520100516;6;1.00;298.121836521;23;236;;;;;;
390520100523;6;1.00;298.121836521;23;236;;;;;;
390520100533;6;1.00;298.121836521;23;236;;;;;;
390520100539;6;1.00;298.121836521;23;236;;;;;;
390520100706;6;1.00;262.382601520;23;236;;;;;;
390520100713;6;1.00;262.382601520;23;236;;;;;;
390520100715;6;1.00;262.382601520;23;236;;;;;;
390520100719;6;1.00;262.382601520;23;236;;;;;;
390520100731;6;1.00;262.382601520;23;236;;;;;;
390520200430;6;1.00;273.705923500;23;236;;;;;;
390520200436;6;1.00;273.705923500;23;236;;;;;;
390160100210;6;1.00;264.151870579;24;246;;;;;;
390160100212;6;1.00;264.151870579;24;246;;;;;;
390160100226;6;1.00;264.151870579;24;246;;;;;;
390160100237;6;1.00;264.151870579;24;246;;;;;;
390160100405;6;1.00;291.752467907;24;246;;;;;;
390160100433;6;1.00;291.752467907;24;246;;;;;;
390160100439;6;1.00;291.752467907;24;246;;;;;;
390160100517;6;1.00;294.052517684;24;246;;;;;;
390160100533;6;1.00;294.052517684;24;246;;;;;;
390160300123;6;1.00;261.321040084;24;246;;;;;;
390160300138;6;1.00;261.321040084;24;246;;;;;;
390200100308;6;1.00;322.360822636;24;246;;;;;;
390200100329;6;1.00;322.360822636;24;246;;;;;;
390200100338;6;1.00;322.360822636;24;246;;;;;;
390200200709;6;1.00;301.306520828;24;246;;;;;;
390200201225;6;1.00;285.383099293;24;246;;;;;;
390200201233;6;1.00;285.383099293;24;246;;;;;;
390200201235;6;1.00;285.383099293;24;246;;;;;;
390200201240;6;1.00;285.383099293;24;246;;;;;;
390520100501;6;1.00;298.121836521;24;246;;;;;;
390520100524;6;1.00;298.121836521;24;246;;;;;;
390520100529;6;1.00;298.121836521;24;246;;;;;;
390520100735;6;1.00;262.382601520;24;246;;;;;;
390520100738;6;1.00;262.382601520;24;246;;;;;;
390520200407;6;1.00;273.705923500;24;246;;;;;;
390160100217;6;1.00;264.151870579;25;256;;;;;;
390160100220;6;1.00;264.151870579;25;256;;;;;;
390160100422;6;1.00;291.752467907;25;256;;;;;;
390160100516;6;1.00;294.052517684;25;256;;;;;;
390160101425;6;1.00;259.905624836;25;256;;;;;;
390160101427;6;1.00;259.905624836;25;256;;;;;;
390160300117;6;1.00;261.321040084;25;256;;;;;;
390160300121;6;1.00;261.321040084;25;256;;;;;;
390160300129;6;1.00;261.321040084;25;256;;;;;;
390200100307;6;1.00;322.360822636;25;256;;;;;;
390200100316;6;1.00;322.360822636;25;256;;;;;;
390200100339;6;1.00;322.360822636;25;256;;;;;;
390200200706;6;1.00;301.306520828;25;256;;;;;;
390200200722;6;1.00;301.306520828;25;256;;;;;;
390520100217;6;1.00;262.205674614;25;256;;;;;;
390520100535;6;1.00;298.121836521;25;256;;;;;;
390520200418;6;1.00;273.705923500;25;256;;;;;;
390520200429;6;1.00;273.705923500;25;256;;;;;;
390160100204;6;1.00;264.151870579;26;266;;;;;;
390160100238;6;1.00;264.151870579;26;266;;;;;;
390160100406;6;1.00;291.752467907;26;266;;;;;;
390160100431;6;1.00;291.752467907;26;266;;;;;;
390160100510;6;1.00;294.052517684;26;266;;;;;;
390160100512;6;1.00;294.052517684;26;266;;;;;;
390160300113;6;1.00;261.321040084;26;266;;;;;;
390160300130;6;1.00;261.321040084;26;266;;;;;;
390160300134;6;1.00;261.321040084;26;266;;;;;;
390200100312;6;1.00;322.360822636;26;266;;;;;;
390200200714;6;1.00;301.306520828;26;266;;;;;;
390200200723;6;1.00;301.306520828;26;266;;;;;;
390200200734;6;1.00;301.306520828;26;266;;;;;;
390520100219;6;1.00;262.205674614;26;266;;;;;;
390520100504;6;1.00;298.121836521;26;266;;;;;;
390520100509;6;1.00;298.121836521;26;266;;;;;;
390520100517;6;1.00;298.121836521;26;266;;;;;;
390520100708;6;1.00;262.382601520;26;266;;;;;;
390520200439;6;1.00;273.705923500;26;266;;;;;;
390870100143;7;1.00;204.543547120;11;117;;;;;;
390870100623;7;1.00;223.236408560;11;117;;;;;;
390870100953;7;1.00;291.698027673;11;117;;;;;;
390870400228;7;1.00;250.677235802;11;117;;;;;;
390870400323;7;1.00;205.244638969;11;117;;;;;;
390870400907;7;1.00;231.149982812;11;117;;;;;;
390870400941;7;1.00;231.149982812;11;117;;;;;;
390870100154;7;1.00;204.543547120;12;127;;;;;;
390870300232;7;1.00;267.957304916;12;127;;;;;;
390870300244;7;1.00;267.957304916;12;127;;;;;;
390870300248;7;1.00;267.957304916;12;127;;;;;;
390870400221;7;1.00;250.677235802;12;127;;;;;;
390870100111;7;1.00;204.543547120;13;137;;;;;;
390870100644;7;1.00;223.236408560;13;137;;;;;;
390870100916;7;1.00;291.698027673;13;137;;;;;;
390870101359;7;1.00;195.580725179;13;137;;;;;;
390870300204;7;1.00;267.957304916;13;137;;;;;;
390870300220;7;1.00;267.957304916;13;137;;;;;;
390870300221;7;1.00;267.957304916;13;137;;;;;;
390870300230;7;1.00;267.957304916;13;137;;;;;;
390870300240;7;1.00;267.957304916;13;137;;;;;;
390870300249;7;1.00;267.957304916;13;137;;;;;;
390870300925;7;1.00;232.236675179;13;137;;;;;;
390870300931;7;1.00;232.236675179;13;137;;;;;;
390870400257;7;1.00;250.677235802;13;137;;;;;;
390870400950;7;1.00;231.149982812;13;137;;;;;;
390870100146;7;1.00;204.543547120;14;147;;;;;;
390870100611;7;1.00;223.236408560;14;147;;;;;;
390870100947;7;1.00;291.698027673;14;147;;;;;;
390870101325;7;1.00;195.580725179;14;147;;;;;;
390870101355;7;1.00;195.580725179;14;147;;;;;;
390870300239;7;1.00;267.957304916;14;147;;;;;;
390870300243;7;1.00;267.957304916;14;147;;;;;;
390870300251;7;1.00;267.957304916;14;147;;;;;;
390870400211;7;1.00;250.677235802;14;147;;;;;;
390870400214;7;1.00;250.677235802;14;147;;;;;;
390870400247;7;1.00;250.677235802;14;147;;;;;;
390870400303;7;1.00;205.244638969;14;147;;;;;;
390870400901;7;1.00;231.149982812;14;147;;;;;;
390870400931;7;1.00;231.149982812;14;147;;;;;;
390870400947;7;1.00;231.149982812;14;147;;;;;;
390870100140;7;1.00;204.543547120;15;157;;;;;;
390870100155;7;1.00;204.543547120;15;157;;;;;;
390870100655;7;1.00;223.236408560;15;157;;;;;;
390870100918;7;1.00;291.698027673;15;157;;;;;;
390870101327;7;1.00;195.580725179;15;157;;;;;;
390870101354;7;1.00;195.580725179;15;157;;;;;;
390870300934;7;1.00;232.236675179;15;157;;;;;;
390870300940;7;1.00;232.236675179;15;157;;;;;;
390870400209;7;1.00;250.677235802;15;157;;;;;;
390870400245;7;1.00;250.677235802;15;157;;;;;;
390870400336;7;1.00;205.244638969;15;157;;;;;;
390870400354;7;1.00;205.244638969;15;157;;;;;;
390870100630;7;1.00;223.236408560;16;167;;;;;;
390870100638;7;1.00;223.236408560;16;167;;;;;;
390870100650;7;1.00;223.236408560;16;167;;;;;;
390870100660;7;1.00;223.236408560;16;167;;;;;;
390870100926;7;1.00;291.698027673;16;167;;;;;;
390870100937;7;1.00;291.698027673;16;167;;;;;;
390870100943;7;1.00;291.698027673;16;167;;;;;;
390870100946;7;1.00;291.698027673;16;167;;;;;;
390870300207;7;1.00;267.957304916;16;167;;;;;;
390870300927;7;1.00;232.236675179;16;167;;;;;;
390870300927;7;1.00;232.236675179;16;167;;;;;;
390870300947;7;1.00;232.236675179;16;167;;;;;;
390870400238;7;1.00;250.677235802;16;167;;;;;;
390870400246;7;1.00;250.677235802;16;167;;;;;;
390870400320;7;1.00;205.244638969;16;167;;;;;;
390870400324;7;1.00;205.244638969;16;167;;;;;;
390870400903;7;1.00;231.149982812;16;167;;;;;;
390870400937;7;1.00;231.149982812;16;167;;;;;;
390870100127;7;1.00;204.543547120;21;217;;;;;;
390870100960;7;1.00;291.698027673;21;217;;;;;;
390870101302;7;1.00;195.580725179;21;217;;;;;;
390870101319;7;1.00;195.580725179;21;217;;;;;;
390870400258;7;1.00;250.677235802;21;217;;;;;;
390870400953;7;1.00;231.149982812;21;217;;;;;;
390870100148;7;1.00;204.543547120;22;227;;;;;;
390870100933;7;1.00;291.698027673;22;227;;;;;;
390870100950;7;1.00;291.698027673;22;227;;;;;;
390870101329;7;1.00;195.580725179;22;227;;;;;;
390870101333;7;1.00;195.580725179;22;227;;;;;;
390870300205;7;1.00;267.957304916;22;227;;;;;;
390870300241;7;1.00;267.957304916;22;227;;;;;;
390870300907;7;1.00;232.236675179;22;227;;;;;;
390870300909;7;1.00;232.236675179;22;227;;;;;;
390870300960;7;1.00;232.236675179;22;227;;;;;;
390870400306;7;1.00;205.244638969;22;227;;;;;;
390870400311;7;1.00;205.244638969;22;227;;;;;;
390870400329;7;1.00;205.244638969;22;227;;;;;;
390870400360;7;1.00;205.244638969;22;227;;;;;;
390870400932;7;1.00;231.149982812;22;227;;;;;;
390870400945;7;1.00;231.149982812;22;227;;;;;;
390870100106;7;1.00;204.543547120;23;237;;;;;;
390870100119;7;1.00;204.543547120;23;237;;;;;;
390870100121;7;1.00;204.543547120;23;237;;;;;;
390870100602;7;1.00;223.236408560;23;237;;;;;;
390870100652;7;1.00;223.236408560;23;237;;;;;;
390870100936;7;1.00;291.698027673;23;237;;;;;;
390870101308;7;1.00;195.580725179;23;237;;;;;;
390870101326;7;1.00;195.580725179;23;237;;;;;;
390870101328;7;1.00;195.580725179;23;237;;;;;;
390870101332;7;1.00;195.580725179;23;237;;;;;;
390870101348;7;1.00;195.580725179;23;237;;;;;;
390870101350;7;1.00;195.580725179;23;237;;;;;;
390870300211;7;1.00;267.957304916;23;237;;;;;;
390870300216;7;1.00;267.957304916;23;237;;;;;;
390870300219;7;1.00;267.957304916;23;237;;;;;;
390870300901;7;1.00;232.236675179;23;237;;;;;;
390870300933;7;1.00;232.236675179;23;237;;;;;;
390870400216;7;1.00;250.677235802;23;237;;;;;;
390870400219;7;1.00;250.677235802;23;237;;;;;;
390870400222;7;1.00;250.677235802;23;237;;;;;;
390870400234;7;1.00;250.677235802;23;237;;;;;;
390870400331;7;1.00;205.244638969;23;237;;;;;;
390870400339;7;1.00;205.244638969;23;237;;;;;;
390870400342;7;1.00;205.244638969;23;237;;;;;;
390870400904;7;1.00;231.149982812;23;237;;;;;;
390870400925;7;1.00;231.149982812;23;237;;;;;;
390870400955;7;1.00;231.149982812;23;237;;;;;;
390870100128;7;1.00;204.543547120;24;247;;;;;;
390870100601;7;1.00;223.236408560;24;247;;;;;;
390870100628;7;1.00;223.236408560;24;247;;;;;;
390870100649;7;1.00;223.236408560;24;247;;;;;;
390870100929;7;1.00;291.698027673;24;247;;;;;;
390870101301;7;1.00;195.580725179;24;247;;;;;;
390870101303;7;1.00;195.580725179;24;247;;;;;;
390870101331;7;1.00;195.580725179;24;247;;;;;;
390870101345;7;1.00;195.580725179;24;247;;;;;;
390870101353;7;1.00;195.580725179;24;247;;;;;;
390870300920;7;1.00;232.236675179;24;247;;;;;;
390870300956;7;1.00;232.236675179;24;247;;;;;;
390870400226;7;1.00;250.677235802;24;247;;;;;;
390870400308;7;1.00;205.244638969;24;247;;;;;;
390870400310;7;1.00;205.244638969;24;247;;;;;;
390870400316;7;1.00;205.244638969;24;247;;;;;;
390870400334;7;1.00;205.244638969;24;247;;;;;;
390870400916;7;1.00;231.149982812;24;247;;;;;;
390870400936;7;1.00;231.149982812;24;247;;;;;;
390870400940;7;1.00;231.149982812;24;247;;;;;;
390870100116;7;1.00;204.543547120;25;257;;;;;;
390870100139;7;1.00;204.543547120;25;257;;;;;;
390870100142;7;1.00;204.543547120;25;257;;;;;;
390870100619;7;1.00;223.236408560;25;257;;;;;;
390870100640;7;1.00;223.236408560;25;257;;;;;;
390870100927;7;1.00;291.698027673;25;257;;;;;;
390870100941;7;1.00;291.698027673;25;257;;;;;;
390870101334;7;1.00;195.580725179;25;257;;;;;;
390870300227;7;1.00;267.957304916;25;257;;;;;;
390870300914;7;1.00;232.236675179;25;257;;;;;;
390870300915;7;1.00;232.236675179;25;257;;;;;;
390870300929;7;1.00;232.236675179;25;257;;;;;;
390870300939;7;1.00;232.236675179;25;257;;;;;;
390870300941;7;1.00;232.236675179;25;257;;;;;;
390870300950;7;1.00;232.236675179;25;257;;;;;;
390870400933;7;1.00;231.149982812;25;257;;;;;;
390870400935;7;1.00;231.149982812;25;257;;;;;;
390870100108;7;1.00;204.543547120;26;267;;;;;;
390870100126;7;1.00;204.543547120;26;267;;;;;;
390870100129;7;1.00;204.543547120;26;267;;;;;;
390870100133;7;1.00;204.543547120;26;267;;;;;;
390870100147;7;1.00;204.543547120;26;267;;;;;;
390870100149;7;1.00;204.543547120;26;267;;;;;;
390870100607;7;1.00;223.236408560;26;267;;;;;;
390870100624;7;1.00;223.236408560;26;267;;;;;;
390870100625;7;1.00;223.236408560;26;267;;;;;;
390870100631;7;1.00;223.236408560;26;267;;;;;;
390870100653;7;1.00;223.236408560;26;267;;;;;;
390870100907;7;1.00;291.698027673;26;267;;;;;;
390870100942;7;1.00;291.698027673;26;267;;;;;;
390870100952;7;1.00;291.698027673;26;267;;;;;;
390870100957;7;1.00;291.698027673;26;267;;;;;;
390870100958;7;1.00;291.698027673;26;267;;;;;;
390870101343;7;1.00;195.580725179;26;267;;;;;;
390870300247;7;1.00;267.957304916;26;267;;;;;;
390870300930;7;1.00;232.236675179;26;267;;;;;;
390870400212;7;1.00;250.677235802;26;267;;;;;;
390870400224;7;1.00;250.677235802;26;267;;;;;;
390870400233;7;1.00;250.677235802;26;267;;;;;;
390870400318;7;1.00;205.244638969;26;267;;;;;;
390870400338;7;1.00;205.244638969;26;267;;;;;;
390870400340;7;1.00;205.244638969;26;267;;;;;;
390870400344;7;1.00;205.244638969;26;267;;;;;;
390870400930;7;1.00;231.149982812;26;267;;;;;;
390750200517;8;1.00;291.653809754;11;118;;;;;;
390750201924;8;1.00;285.181587156;11;118;;;;;;
390750201953;8;1.00;285.181587156;11;118;;;;;;
390750501234;8;1.00;285.588676278;11;118;;;;;;
390750700448;8;1.00;274.106675404;11;118;;;;;;
390750800146;8;1.00;328.145146789;11;118;;;;;;
390750801805;8;1.00;292.415247706;11;118;;;;;;
390750802202;8;1.00;316.276933159;11;118;;;;;;
390750802206;8;1.00;316.276933159;11;118;;;;;;
390750802311;8;1.00;406.400201835;11;118;;;;;;
390750802317;8;1.00;406.400201835;11;118;;;;;;
390750802413;8;1.00;290.807767584;11;118;;;;;;
390750802610;8;1.00;341.357039199;11;118;;;;;;
390750200514;8;1.00;291.653809754;12;128;;;;;;
390750200521;8;1.00;291.653809754;12;128;;;;;;
390750201830;8;1.00;299.498928054;12;128;;;;;;
390750201839;8;1.00;299.498928054;12;128;;;;;;
390750201926;8;1.00;285.181587156;12;128;;;;;;
390750202328;8;1.00;313.239422018;12;128;;;;;;
390750500338;8;1.00;283.427972477;12;128;;;;;;
390750500437;8;1.00;302.717733945;12;128;;;;;;
390750700527;8;1.00;305.128954128;12;128;;;;;;
390750702113;8;1.00;400.920155963;12;128;;;;;;
390750800110;8;1.00;328.145146789;12;128;;;;;;
390750800153;8;1.00;328.145146789;12;128;;;;;;
390750800509;8;1.00;382.663774574;12;128;;;;;;
390750802024;8;1.00;322.445899083;12;128;;;;;;
390750802107;8;1.00;343.050871560;12;128;;;;;;
390750802238;8;1.00;316.276933159;12;128;;;;;;
390750802609;8;1.00;341.357039199;12;128;;;;;;
390750802625;8;1.00;341.357039199;12;128;;;;;;
390750200516;8;1.00;291.653809754;13;138;;;;;;
390750201805;8;1.00;299.498928054;13;138;;;;;;
390750201860;8;1.00;299.498928054;13;138;;;;;;
390750201913;8;1.00;285.181587156;13;138;;;;;;
390750201936;8;1.00;285.181587156;13;138;;;;;;
390750401411;8;1.00;380.534385321;13;138;;;;;;
390750401433;8;1.00;380.534385321;13;138;;;;;;
390750500313;8;1.00;283.427972477;13;138;;;;;;
390750500318;8;1.00;283.427972477;13;138;;;;;;
390750500319;8;1.00;283.427972477;13;138;;;;;;
390750500320;8;1.00;283.427972477;13;138;;;;;;
390750500322;8;1.00;283.427972477;13;138;;;;;;
390750500428;8;1.00;302.717733945;13;138;;;;;;
390750501207;8;1.00;285.588676278;13;138;;;;;;
390750501213;8;1.00;285.588676278;13;138;;;;;;
390750501252;8;1.00;285.588676278;13;138;;;;;;
390750600220;8;1.00;291.851585845;13;138;;;;;;
390750700408;8;1.00;274.106675404;13;138;;;;;;
390750700439;8;1.00;274.106675404;13;138;;;;;;
390750702110;8;1.00;400.920155963;13;138;;;;;;
390750702125;8;1.00;400.920155963;13;138;;;;;;
390750702140;8;1.00;400.920155963;13;138;;;;;;
390750800510;8;1.00;382.663774574;13;138;;;;;;
390750800511;8;1.00;382.663774574;13;138;;;;;;
390750800517;8;1.00;382.663774574;13;138;;;;;;
390750800714;8;1.00;317.947042377;13;138;;;;;;
390750800718;8;1.00;317.947042377;13;138;;;;;;
390750800738;8;1.00;317.947042377;13;138;;;;;;
390750802002;8;1.00;322.445899083;13;138;;;;;;
390750802006;8;1.00;322.445899083;13;138;;;;;;
390750802016;8;1.00;322.445899083;13;138;;;;;;
390750802026;8;1.00;322.445899083;13;138;;;;;;
390750802035;8;1.00;322.445899083;13;138;;;;;;
390750802330;8;1.00;406.400201835;13;138;;;;;;
390750802356;8;1.00;406.400201835;13;138;;;;;;
390750802426;8;1.00;290.807767584;13;138;;;;;;
390750802612;8;1.00;341.357039199;13;138;;;;;;
390750802618;8;1.00;341.357039199;13;138;;;;;;
390750802633;8;1.00;341.357039199;13;138;;;;;;
390750802645;8;1.00;341.357039199;13;138;;;;;;
390750200502;8;1.00;291.653809754;14;148;;;;;;
390750200505;8;1.00;291.653809754;14;148;;;;;;
390750201901;8;1.00;285.181587156;14;148;;;;;;
390750202334;8;1.00;313.239422018;14;148;;;;;;
390750401401;8;1.00;380.534385321;14;148;;;;;;
390750401418;8;1.00;380.534385321;14;148;;;;;;
390750500327;8;1.00;283.427972477;14;148;;;;;;
390750500402;8;1.00;302.717733945;14;148;;;;;;
390750500447;8;1.00;302.717733945;14;148;;;;;;
390750500448;8;1.00;302.717733945;14;148;;;;;;
390750501203;8;1.00;285.588676278;14;148;;;;;;
390750501204;8;1.00;285.588676278;14;148;;;;;;
390750501258;8;1.00;285.588676278;14;148;;;;;;
390750600207;8;1.00;291.851585845;14;148;;;;;;
390750600209;8;1.00;291.851585845;14;148;;;;;;
390750600241;8;1.00;291.851585845;14;148;;;;;;
390750700405;8;1.00;274.106675404;14;148;;;;;;
390750700458;8;1.00;274.106675404;14;148;;;;;;
390750700517;8;1.00;305.128954128;14;148;;;;;;
390750702131;8;1.00;400.920155963;14;148;;;;;;
390750800124;8;1.00;328.145146789;14;148;;;;;;
390750800158;8;1.00;328.145146789;14;148;;;;;;
390750800504;8;1.00;382.663774574;14;148;;;;;;
390750800521;8;1.00;382.663774574;14;148;;;;;;
390750800560;8;1.00;382.663774574;14;148;;;;;;
390750800715;8;1.00;317.947042377;14;148;;;;;;
390750801814;8;1.00;292.415247706;14;148;;;;;;
390750802022;8;1.00;322.445899083;14;148;;;;;;
390750802048;8;1.00;322.445899083;14;148;;;;;;
390750802055;8;1.00;322.445899083;14;148;;;;;;
390750802102;8;1.00;343.050871560;14;148;;;;;;
390750802103;8;1.00;343.050871560;14;148;;;;;;
390750802109;8;1.00;343.050871560;14;148;;;;;;
390750802114;8;1.00;343.050871560;14;148;;;;;;
390750802115;8;1.00;343.050871560;14;148;;;;;;
390750802120;8;1.00;343.050871560;14;148;;;;;;
390750802213;8;1.00;316.276933159;14;148;;;;;;
390750802236;8;1.00;316.276933159;14;148;;;;;;
390750802257;8;1.00;316.276933159;14;148;;;;;;
390750802318;8;1.00;406.400201835;14;148;;;;;;
390750802334;8;1.00;406.400201835;14;148;;;;;;
390750802438;8;1.00;290.807767584;14;148;;;;;;
390750802615;8;1.00;341.357039199;14;148;;;;;;
390750201918;8;1.00;285.181587156;15;158;;;;;;
390750202305;8;1.00;313.239422018;15;158;;;;;;
390750202307;8;1.00;313.239422018;15;158;;;;;;
390750202322;8;1.00;313.239422018;15;158;;;;;;
390750202339;8;1.00;313.239422018;15;158;;;;;;
390750401409;8;1.00;380.534385321;15;158;;;;;;
390750401427;8;1.00;380.534385321;15;158;;;;;;
390750500305;8;1.00;283.427972477;15;158;;;;;;
390750500314;8;1.00;283.427972477;15;158;;;;;;
390750500427;8;1.00;302.717733945;15;158;;;;;;
390750501209;8;1.00;285.588676278;15;158;;;;;;
390750501214;8;1.00;285.588676278;15;158;;;;;;
390750501233;8;1.00;285.588676278;15;158;;;;;;
390750600253;8;1.00;291.851585845;15;158;;;;;;
390750700423;8;1.00;274.106675404;15;158;;;;;;
390750700519;8;1.00;305.128954128;15;158;;;;;;
390750700556;8;1.00;305.128954128;15;158;;;;;;
390750702141;8;1.00;400.920155963;15;158;;;;;;
390750800107;8;1.00;328.145146789;15;158;;;;;;
390750800113;8;1.00;328.145146789;15;158;;;;;;
390750800115;8;1.00;328.145146789;15;158;;;;;;
390750800727;8;1.00;317.947042377;15;158;;;;;;
390750800735;8;1.00;317.947042377;15;158;;;;;;
390750801809;8;1.00;292.415247706;15;158;;;;;;
390750801817;8;1.00;292.415247706;15;158;;;;;;
390750801831;8;1.00;292.415247706;15;158;;;;;;
390750802118;8;1.00;343.050871560;15;158;;;;;;
390750802217;8;1.00;316.276933159;15;158;;;;;;
390750802304;8;1.00;406.400201835;15;158;;;;;;
390750802328;8;1.00;406.400201835;15;158;;;;;;
390750802336;8;1.00;406.400201835;15;158;;;;;;
390750802402;8;1.00;290.807767584;15;158;;;;;;
390750802412;8;1.00;290.807767584;15;158;;;;;;
390750200507;8;1.00;291.653809754;16;168;;;;;;
390750200530;8;1.00;291.653809754;16;168;;;;;;
390750201847;8;1.00;299.498928054;16;168;;;;;;
390750201905;8;1.00;285.181587156;16;168;;;;;;
390750201920;8;1.00;285.181587156;16;168;;;;;;
390750201932;8;1.00;285.181587156;16;168;;;;;;
390750202331;8;1.00;313.239422018;16;168;;;;;;
390750202357;8;1.00;313.239422018;16;168;;;;;;
390750401435;8;1.00;380.534385321;16;168;;;;;;
390750401440;8;1.00;380.534385321;16;168;;;;;;
390750500301;8;1.00;283.427972477;16;168;;;;;;
390750500332;8;1.00;283.427972477;16;168;;;;;;
390750500405;8;1.00;302.717733945;16;168;;;;;;
390750500406;8;1.00;302.717733945;16;168;;;;;;
390750500407;8;1.00;302.717733945;16;168;;;;;;
390750500413;8;1.00;302.717733945;16;168;;;;;;
390750500418;8;1.00;302.717733945;16;168;;;;;;
390750500425;8;1.00;302.717733945;16;168;;;;;;
390750501222;8;1.00;285.588676278;16;168;;;;;;
390750501238;8;1.00;285.588676278;16;168;;;;;;
390750600226;8;1.00;291.851585845;16;168;;;;;;
390750600235;8;1.00;291.851585845;16;168;;;;;;
390750600237;8;1.00;291.851585845;16;168;;;;;;
390750600259;8;1.00;291.851585845;16;168;;;;;;
390750700424;8;1.00;274.106675404;16;168;;;;;;
390750700430;8;1.00;274.106675404;16;168;;;;;;
390750700505;8;1.00;305.128954128;16;168;;;;;;
390750702106;8;1.00;400.920155963;16;168;;;;;;
390750702115;8;1.00;400.920155963;16;168;;;;;;
390750702128;8;1.00;400.920155963;16;168;;;;;;
390750702130;8;1.00;400.920155963;16;168;;;;;;
390750702132;8;1.00;400.920155963;16;168;;;;;;
